Athlete Name,Country,Gold_medals,Silver_medals,Bronze_medals,Total_medals,Year,Season
Mirko Zanni,Italy,0,0,1,1,2020,summer
Agnese Duranti,Italy,0,0,1,1,2020,summer
Daniela Mogurean,Italy,0,0,1,1,2020,summer
Simona Quadarella,Italy,0,0,1,1,2020,summer
Antonino Pizzolato,Italy,0,0,1,1,2020,summer
Martina Santandrea,Italy,0,0,1,1,2020,summer
Bruno Rosetti,Italy,0,0,1,1,2020,summer
Martina Centofanti,Italy,0,0,1,1,2020,summer
Alessia Maurelli,Italy,0,0,1,1,2020,summer
Irma Testa,Italy,0,0,1,1,2020,summer
Odette Giuffrida,Italy,0,0,1,1,2020,summer
Elisa Longo Borghini,Italy,0,0,1,1,2020,summer
Matteo Lodo,Italy,0,0,1,1,2020,summer
Matteo Castaldo,Italy,0,0,1,1,2020,summer
Giuseppe Vicino,Italy,0,0,1,1,2020,summer
Stefano Oppo,Italy,0,0,1,1,2020,summer
Marco Di Costanzo,Italy,0,0,1,1,2020,summer
Lucilla Boari,Italy,0,0,1,1,2020,summer
Elia Viviani,Italy,0,0,1,1,2020,summer
Pietro Willy Ruta,Italy,0,0,1,1,2020,summer
Avishag Semberg,Israel,0,0,1,1,2020,summer
Aidan Walsh,Ireland,0,0,1,1,2020,summer
Fiona Murtagh,Ireland,0,0,1,1,2020,summer
Aifric Keogh,Ireland,0,0,1,1,2020,summer
Emily Hegarty,Ireland,0,0,1,1,2020,summer
Eimear Lambe,Ireland,0,0,1,1,2020,summer
Amir Hossein Zare,Iran,0,0,1,1,2020,summer
Mohammadhadi Saravi,Iran,0,0,1,1,2020,summer
Bajrang Punia,India,0,0,1,1,2020,summer
Lovlina Borgohain,India,0,0,1,1,2020,summer
P.V. Sindhu,India,0,0,1,1,2020,summer
Sarolta Kovács,Hungary,0,0,1,1,2020,summer
Krisztian Toth,Hungary,0,0,1,1,2020,summer
Mo Sheung Grace Lau,Hong Kong,0,0,1,1,2020,summer
Wai Sze Lee,Hong Kong,0,0,1,1,2020,summer
Eleftherios Petrounias,Greece,0,0,1,1,2020,summer
Frazer Clarke,Great Britain,0,0,1,1,2020,summer
Chelsie Giles,Great Britain,0,0,1,1,2020,summer
Karriss Artingstall,Great Britain,0,0,1,1,2020,summer
Josh Kerr,Great Britain,0,0,1,1,2020,summer
Jessica Gadirova,Great Britain,0,0,1,1,2020,summer
Jacob Dawson,Great Britain,0,0,1,1,2020,summer
Matthew Coward-Holley,Great Britain,0,0,1,1,2020,summer
Emma Wilson,Great Britain,0,0,1,1,2020,summer
Declan Brooks,Great Britain,0,0,1,1,2020,summer
James Rudkin,Great Britain,0,0,1,1,2020,summer
Henry Fieldman,Great Britain,0,0,1,1,2020,summer
Charlotte Fry,Great Britain,0,0,1,1,2020,summer
Sky Brown,Great Britain,0,0,1,1,2020,summer
Amelie Morgan,Great Britain,0,0,1,1,2020,summer
Jennifer Gadirova,Great Britain,0,0,1,1,2020,summer
Alice Kinsella,Great Britain,0,0,1,1,2020,summer
Tom Ford,Great Britain,0,0,1,1,2020,summer
Charles Elwes,Great Britain,0,0,1,1,2020,summer
Joshua Bugajski,Great Britain,0,0,1,1,2020,summer
Oliver Wynne-Griffith,Great Britain,0,0,1,1,2020,summer
Thomas George,Great Britain,0,0,1,1,2020,summer
Imani Lansiquot,Great Britain,0,0,1,1,2020,summer
Bianca Walkden,Great Britain,0,0,1,1,2020,summer
Dina Asher-Smith,Great Britain,0,0,1,1,2020,summer
Daryll Neita,Great Britain,0,0,1,1,2020,summer
Asha Philip,Great Britain,0,0,1,1,2020,summer
Bryony Page,Great Britain,0,0,1,1,2020,summer
Liam Heath,Great Britain,0,0,1,1,2020,summer
Mohamed Sbihi,Great Britain,0,0,1,1,2020,summer
Jack Laugher,Great Britain,0,0,1,1,2020,summer
Holly Bradshaw,Great Britain,0,0,1,1,2020,summer
Carl Hester,Great Britain,0,0,1,1,2020,summer
Anna Maria Wagner,Germany,0,0,1,1,2020,summer
Tim Hecker,Germany,0,0,1,1,2020,summer
Lena Hentschel,Germany,0,0,1,1,2020,summer
Andrea Herzog,Germany,0,0,1,1,2020,summer
Michelle Kroppen,Germany,0,0,1,1,2020,summer
Charline Schwarz,Germany,0,0,1,1,2020,summer
Alica Stuhlemmer,Germany,0,0,1,1,2020,summer
Lars Rüdiger,Germany,0,0,1,1,2020,summer
Denis Kudla,Germany,0,0,1,1,2020,summer
Thomas Plößel,Germany,0,0,1,1,2020,summer
Erik Heil,Germany,0,0,1,1,2020,summer
Paul Kohlhoff,Germany,0,0,1,1,2020,summer
Tina Punzel,Germany,0,0,1,1,2020,summer
Sarah Köhler,Germany,0,0,1,1,2020,summer
Lisa Unruh,Germany,0,0,1,1,2020,summer
Sideris Tasiadis,Germany,0,0,1,1,2020,summer
Frank Stäbler,Germany,0,0,1,1,2020,summer
Sebastian Brendel,Germany,0,0,1,1,2020,summer
Hannes Aigner,Germany,0,0,1,1,2020,summer
Dimitrij Ovtcharov,Germany,0,0,1,1,2020,summer
Patrick Hausding,Germany,0,0,1,1,2020,summer
Anton Plyesnoy,Georgia,0,0,1,1,2020,summer
Romane Dicko,France,0,0,1,1,2020,summer
Althea Laurin,France,0,0,1,1,2020,summer
Luka Mkheidze,France,0,0,1,1,2020,summer
Léonie Périault,France,0,0,1,1,2020,summer
Florian Grengbo,France,0,0,1,1,2020,summer
Rayan Helal,France,0,0,1,1,2020,summer
Benjamin Thomas,France,0,0,1,1,2020,summer
Sebastien Vigier,France,0,0,1,1,2020,summer
Christopher Six,France,0,0,1,1,2020,summer
Donavan Grondin,France,0,0,1,1,2020,summer
Aloise Retornaz,France,0,0,1,1,2020,summer
Cassandre Beaugrand,France,0,0,1,1,2020,summer
Dorian Coninx,France,0,0,1,1,2020,summer
Manon Brunet,France,0,0,1,1,2020,summer
Vincent Luis,France,0,0,1,1,2020,summer
Camille Lecointre,France,0,0,1,1,2020,summer
Teddy Riner,France,0,0,1,1,2020,summer
Nicolas Touzaint,France,0,0,1,1,2020,summer
Mira Potkonen,Finland,0,0,1,1,2020,summer
Matti Mattsson,Finland,0,0,1,1,2020,summer
Katrina Lehis,Estonia,0,0,1,1,2020,summer
Joachim Sutton,Denmark,0,0,1,1,2020,summer
Frederic Vystavel,Denmark,0,0,1,1,2020,summer
Pernille Blume,Denmark,0,0,1,1,2020,summer
Radek Slouf,Czechia,0,0,1,1,2020,summer
Alexander Choupenitch,Czechia,0,0,1,1,2020,summer
Vítezslav Veselý,Czechia,0,0,1,1,2020,summer
Josef Dostal,Czechia,0,0,1,1,2020,summer
Toni Kanaet,Croatia,0,0,1,1,2020,summer
Damir Martin,Croatia,0,0,1,1,2020,summer
Zhou Qian,China,0,0,1,1,2020,summer
Walihan Sailike,China,0,0,1,1,2020,summer
Xiao Jiaruixuan,China,0,0,1,1,2020,summer
Bi Kun,China,0,0,1,1,2020,summer
Sun Wei,China,0,0,1,1,2020,summer
Li Jingjing,China,0,0,1,1,2020,summer
Liu Zhiyu,China,0,0,1,1,2020,summer
Ju Rui,China,0,0,1,1,2020,summer
Xu Fei,China,0,0,1,1,2020,summer
Li Yuehong,China,0,0,1,1,2020,summer
Guo Linlin,China,0,0,1,1,2020,summer
Zhang Dechang,China,0,0,1,1,2020,summer
Wang Zifeng,China,0,0,1,1,2020,summer
Wang Yuwei,China,0,0,1,1,2020,summer
Lin Chaopan,China,0,0,1,1,2020,summer
Miao Tian,China,0,0,1,1,2020,summer
Zhang Min,China,0,0,1,1,2020,summer
Wei Meng,China,0,0,1,1,2020,summer
Zhao Shuai,China,0,0,1,1,2020,summer
Zhang Liang,China,0,0,1,1,2020,summer
Liu Hong,China,0,0,1,1,2020,summer
Jessica Klimkait,Canada,0,0,1,1,2020,summer
Jerome Blake,Canada,0,0,1,1,2020,summer
Katie Vincent,Canada,0,0,1,1,2020,summer
Lauriane Genest,Canada,0,0,1,1,2020,summer
Hillary Janssens,Canada,0,0,1,1,2020,summer
Caileigh Filmer,Canada,0,0,1,1,2020,summer
Brendon Rodney,Canada,0,0,1,1,2020,summer
Evan Dunfee,Canada,0,0,1,1,2020,summer
Sydney Pickrem,Canada,0,0,1,1,2020,summer
Catherine Beauchemin-Pinard,Canada,0,0,1,1,2020,summer
Aaron Brown,Canada,0,0,1,1,2020,summer
Evelina Nikolova,Bulgaria,0,0,1,1,2020,summer
Taybe Yusein,Bulgaria,0,0,1,1,2020,summer
Abner Teixeira,Brazil,0,0,1,1,2020,summer
Luisa Stefani,Brazil,0,0,1,1,2020,summer
Laura Pigossi,Brazil,0,0,1,1,2020,summer
Alison Dos Santos,Brazil,0,0,1,1,2020,summer
Fernando Scheffer,Brazil,0,0,1,1,2020,summer
Daniel Cargnin,Brazil,0,0,1,1,2020,summer
Thiago Braz da Silva,Brazil,0,0,1,1,2020,summer
Bruno Fratus,Brazil,0,0,1,1,2020,summer
Mayra Aguiar,Brazil,0,0,1,1,2020,summer
Pieter Devos,Belgium,0,0,1,1,2020,summer
Matthias Casse,Belgium,0,0,1,1,2020,summer
Jérôme Guery,Belgium,0,0,1,1,2020,summer
Bashir Abdi,Belgium,0,0,1,1,2020,summer
Gregory Wathelet,Belgium,0,0,1,1,2020,summer
Maksim Nedasekau,Belarus,0,0,1,1,2020,summer
Alina Harnasko,Belarus,0,0,1,1,2020,summer
Vanesa Kaladzinskaya,Belarus,0,0,1,1,2020,summer
Loren Berto Alfonso Dominguez,Azerbaijan,0,0,1,1,2020,summer
Iryna Kindzerska,Ukraine,0,0,1,1,2020,summer
Rafik Huseynov,Azerbaijan,0,0,1,1,2020,summer
Maria Stadnik,Azerbaijan,0,0,1,1,2020,summer
Shamil Borchashvili,Austria,0,0,1,1,2020,summer
Jakob Schubert,Austria,0,0,1,1,2020,summer
Lukas Weißhaidinger,Austria,0,0,1,1,2020,summer
Magdalena Lobnig,Austria,0,0,1,1,2020,summer
Harry Garside,Australia,0,0,1,1,2020,summer
Ashleigh Barty,Australia,0,0,1,1,2020,summer
Ashley Moloney,Australia,0,0,1,1,2020,summer
Brendon Smith,Australia,0,0,1,1,2020,summer
Elijah Winnington,Australia,0,0,1,1,2020,summer
Kareena Lee,Australia,0,0,1,1,2020,summer
Ria Thompson,Australia,0,0,1,1,2020,summer
Caitlin Cronin,Australia,0,0,1,1,2020,summer
Jack Cleary,Australia,0,0,1,1,2020,summer
Lucas Plapp,Australia,0,0,1,1,2020,summer
Kelland O'Brien,Australia,0,0,1,1,2020,summer
Luke Letcher,Australia,0,0,1,1,2020,summer
Thomas Neill,Australia,0,0,1,1,2020,summer
Leigh Howard,Australia,0,0,1,1,2020,summer
Alexander Porter,Australia,0,0,1,1,2020,summer
Owen Wright,Australia,0,0,1,1,2020,summer
Harriet Hudson,Australia,0,0,1,1,2020,summer
Rowena Meredith,Australia,0,0,1,1,2020,summer
Caleb Antill,Australia,0,0,1,1,2020,summer
Isaac Cooper,Australia,0,0,1,1,2020,summer
Kelsey-Lee Barber,Australia,0,0,1,1,2020,summer
Sam Welsford,Australia,0,0,1,1,2020,summer
Leah Neale,Australia,0,0,1,1,2020,summer
John Peers,Australia,0,0,1,1,2020,summer
Tamsin Cook,Australia,0,0,1,1,2020,summer
Mack Horton,Australia,0,0,1,1,2020,summer
Cameron Girdlestone,Australia,0,0,1,1,2020,summer
Cameron McEvoy,Australia,0,0,1,1,2020,summer
Rohan Dennis,Australia,0,0,1,1,2020,summer
Melissa Wu,Australia,0,0,1,1,2020,summer
Hovhannes Bachkov,Armenia,0,0,1,1,2020,summer
Artur Davtyan,Armenia,0,0,1,1,2020,summer
Marit Bjørgen,Norway,2,1,2,5,2018,winter
Charlotte Kalla,Sweden,1,3,0,4,2018,winter
Stina Nilsson,Sweden,1,2,1,4,2018,winter
Alexander Bolshunov,Russian Olympic Committee,0,3,1,4,2018,winter
Johannes Høsflot Klæbo,Norway,3,0,0,3,2018,winter
Martin Fourcade,France,3,0,0,3,2018,winter
Simen Hegstad Krüger,Norway,2,1,0,3,2018,winter
Martin Johnsrud Sundby,Norway,2,1,0,3,2018,winter
Laura Dahlmeier,Germany,2,0,1,3,2018,winter
Eric Frenzel,Germany,2,0,1,3,2018,winter
Anastasia Kuzmina,Slovakia,1,2,0,3,2018,winter
Johannes Bø,Norway,1,2,0,3,2018,winter
Ireen Wüst,Netherlands,1,2,0,3,2018,winter
Andreas Wellinger,Germany,1,2,0,3,2018,winter
Wendy Holdener,Switzerland,1,1,1,3,2018,winter
Miho Takagi,Japan,1,1,1,3,2018,winter
Arianna Fontana,Italy,1,1,1,3,2018,winter
Robert Johansson,Norway,1,0,2,3,2018,winter
Anais Bescond,France,1,0,2,3,2018,winter
Denis Spitsov,Russian Olympic Committee,0,2,1,3,2018,winter
Emil Hegle Svendsen,Norway,0,2,1,3,2018,winter
Krista Pärmäkoski,Finland,0,1,2,3,2018,winter
Kim Boutin,Canada,0,1,2,3,2018,winter
Choi Minjeong,South Korea,2,0,0,2,2018,winter
Ragnhild Haga,Norway,2,0,0,2,2018,winter
Kjeld Nuis,Netherlands,2,0,0,2,2018,winter
Nana Takagi,Japan,2,0,0,2,2018,winter
Francesco Friedrich,Germany,2,0,0,2,2018,winter
Tobias Arlt,Germany,2,0,0,2,2018,winter
Tobias Wendl,Germany,2,0,0,2,2018,winter
Thorsten Margis,Germany,2,0,0,2,2018,winter
Natalie Geisenberger,Germany,2,0,0,2,2018,winter
Johannes Rydzek,Germany,2,0,0,2,2018,winter
Ester Ledecká,Czechia,2,0,0,2,2018,winter
Scott Moir,Canada,2,0,0,2,2018,winter
Tessa Virtue,Canada,2,0,0,2,2018,winter
Marcel Hirscher,Austria,2,0,0,2,2018,winter
Lee Seung-Hoon,South Korea,1,1,0,2,2018,winter
Mikaela Shiffrin,United States,1,1,0,2,2018,winter
Jamie Anderson,United States,1,1,0,2,2018,winter
Ramon Zenhäusern,Switzerland,1,1,0,2,2018,winter
Sebastian Samuelsson,Sweden,1,1,0,2,2018,winter
Hanna Öberg,Sweden,1,1,0,2,2018,winter
Johann André Forfang,Norway,1,1,0,2,2018,winter
Håvard Lorentzen,Norway,1,1,0,2,2018,winter
Nao Kodaira,Japan,1,1,0,2,2018,winter
Fabian Rießle,Germany,1,1,0,2,2018,winter
Wu Dajing,China,1,1,0,2,2018,winter
Ted-Jan Bloemen,Canada,1,1,0,2,2018,winter
Darya Domracheva,Belarus,1,1,0,2,2018,winter
Lim Hyo-Jun,South Korea,1,0,1,2,2018,winter
Kamil Stoch,Poland,1,0,1,2,2018,winter
Sverre Lunde Pedersen,Norway,1,0,1,2,2018,winter
Suzanne Schulting,Netherlands,1,0,1,2,2018,winter
Jorien Ter Mors,Netherlands,1,0,1,2,2018,winter
Sven Kramer,Netherlands,1,0,1,2,2018,winter
Johannes Ludwig,Germany,1,0,1,2,2018,winter
Arnd Peiffer,Germany,1,0,1,2,2018,winter
Marie Dorin Habert,France,1,0,1,2,2018,winter
Samuel Girard,Canada,1,0,1,2,2018,winter
Kaetlyn Osmond,Canada,1,0,1,2,2018,winter
Meagan Duhamel,Canada,1,0,1,2,2018,winter
Eric Radford,Canada,1,0,1,2,2018,winter
David Gleirscher,Austria,1,0,1,2,2018,winter
Marte Olsbu Roeiseland,Norway,0,2,0,2,2018,winter
Ragnhild Mowinckel,Norway,0,2,0,2,2018,winter
Andrey Larkov,Russian Olympic Committee,0,1,1,2,2018,winter
Kim Min-Seok,South Korea,0,1,1,2,2018,winter
Beat Feuz,Switzerland,0,1,1,2,2018,winter
Tiril Eckhoff,Norway,0,1,1,2,2018,winter
Maiken Caspersen Falla,Norway,0,1,1,2,2018,winter
Kjetil Jansrud,Norway,0,1,1,2,2018,winter
Patrick Roest,Netherlands,0,1,1,2,2018,winter
Yara Van Kerkhof,Netherlands,0,1,1,2,2018,winter
Marrit Leenstra,Netherlands,0,1,1,2,2018,winter
Antoinette De Jong,Netherlands,0,1,1,2,2018,winter
Simon Schempp,Germany,0,1,1,2,2018,winter
Alexis Pinturault,France,0,1,1,2,2018,winter
Alex Gough,Canada,0,1,1,2,2018,winter
Katharina Gallhuber,Austria,0,1,1,2,2018,winter
Michael Matt,Austria,0,1,1,2,2018,winter
Peter Penz,Austria,0,1,1,2,2018,winter
Georg Fischler,Austria,0,1,1,2,2018,winter
Yulia Stupak,Russian Olympic Committee,0,0,2,2,2018,winter
Alex Shibutani,United States,0,0,2,2,2018,winter
Maia Shibutani,United States,0,0,2,2,2018,winter
Koen Verweij,Netherlands,0,0,2,2,2018,winter
Dominik Windisch,Italy,0,0,2,2,2018,winter
Benedikt Doll,Germany,0,0,2,2,2018,winter
Maurice Manificat,France,0,0,2,2,2018,winter
Lukas Klapfer,Austria,0,0,2,2,2018,winter
Alina Zagitova,Russian Olympic Committee,1,0,0,1,2018,winter
Lee Yu Bin,South Korea,1,0,0,1,2018,winter
Kim Ye Jin,South Korea,1,0,0,1,2018,winter
Yun Sungbin,South Korea,1,0,0,1,2018,winter
Kim A-Lang,South Korea,1,0,0,1,2018,winter
Shim Suk Hee,South Korea,1,0,0,1,2018,winter
Chloe Kim,United States,1,0,0,1,2018,winter
Red Gerard,United States,1,0,0,1,2018,winter
David Wise,United States,1,0,0,1,2018,winter
Jessie Diggins,United States,1,0,0,1,2018,winter
Kikkan Randall,United States,1,0,0,1,2018,winter
Shaun White,United States,1,0,0,1,2018,winter
Oleksandr Abramenko,Ukraine,1,0,0,1,2018,winter
Sarah Hoefflin,Switzerland,1,0,0,1,2018,winter
Daniel Yule,Switzerland,1,0,0,1,2018,winter
Michelle Gisin,Switzerland,1,0,0,1,2018,winter
Luca Aerni,Switzerland,1,0,0,1,2018,winter
Dario Cologna,Switzerland,1,0,0,1,2018,winter
Nevin Galmarini,Switzerland,1,0,0,1,2018,winter
Denise Feierabend,Switzerland,1,0,0,1,2018,winter
Jesper Nelin,Sweden,1,0,0,1,2018,winter
Peppe Femling,Sweden,1,0,0,1,2018,winter
Frida Hansdotter,Sweden,1,0,0,1,2018,winter
Fredrik Lindström,Sweden,1,0,0,1,2018,winter
André Myhrer,Sweden,1,0,0,1,2018,winter
Sindre Henriksen,Norway,1,0,0,1,2018,winter
Andreas Stjernen,Norway,1,0,0,1,2018,winter
Ingvild Flugstad Østberg,Norway,1,0,0,1,2018,winter
Oystein Braaten,Norway,1,0,0,1,2018,winter
Daniel-André Tande,Norway,1,0,0,1,2018,winter
Didrik Tønseth,Norway,1,0,0,1,2018,winter
Maren Lundby,Norway,1,0,0,1,2018,winter
Simen Spieler Nilsen,Norway,1,0,0,1,2018,winter
Astrid Uhrenholdt Jacobsen,Norway,1,0,0,1,2018,winter
Håvard Bøkko,Norway,1,0,0,1,2018,winter
Aksel Lund Svindal,Norway,1,0,0,1,2018,winter
Esmee Visser,Netherlands,1,0,0,1,2018,winter
Carlijn Achtereekte,Netherlands,1,0,0,1,2018,winter
Ayano Sato,Japan,1,0,0,1,2018,winter
Ayaka Kikuchi,Japan,1,0,0,1,2018,winter
Yuzuru Hanyu,Japan,1,0,0,1,2018,winter
Sofia Goggia,Italy,1,0,0,1,2018,winter
Michela Moioli,Italy,1,0,0,1,2018,winter
Shaolin Sandor Liu,Hungary,1,0,0,1,2018,winter
Shaoang Liu,Hungary,1,0,0,1,2018,winter
Csaba Burjan,Hungary,1,0,0,1,2018,winter
Viktor Knoch,Hungary,1,0,0,1,2018,winter
Lizzy Yarnold,Great Britain,1,0,0,1,2018,winter
Candy Bauer,Germany,1,0,0,1,2018,winter
Lisa Marie Buckwitz,Germany,1,0,0,1,2018,winter
Mariama Jamanka,Germany,1,0,0,1,2018,winter
Vinzenz Geiger,Germany,1,0,0,1,2018,winter
Martin Grothkopp,Germany,1,0,0,1,2018,winter
Bruno Massot,France,1,0,0,1,2018,winter
Aljona Savchenko,Germany,1,0,0,1,2018,winter
Simon Desthieux,France,1,0,0,1,2018,winter
Perrine Laffont,France,1,0,0,1,2018,winter
Pierre Vaultier,France,1,0,0,1,2018,winter
Iivo Niskanen,Finland,1,0,0,1,2018,winter
Cassie Sharpe,Canada,1,0,0,1,2018,winter
Alexander Kopacz,Canada,1,0,0,1,2018,winter
Brady Leman,Canada,1,0,0,1,2018,winter
Gabrielle Daleman,Canada,1,0,0,1,2018,winter
Mikael Kingsbury,Canada,1,0,0,1,2018,winter
Sébastien Toutant,Canada,1,0,0,1,2018,winter
Patrick Chan,Canada,1,0,0,1,2018,winter
Justin Kripps,Canada,1,0,0,1,2018,winter
Kelsey Serwa,Canada,1,0,0,1,2018,winter
Dzinara Alimbekava,Belarus,1,0,0,1,2018,winter
Iryna Leshchanka,Belarus,1,0,0,1,2018,winter
Hanna Huskova,Belarus,1,0,0,1,2018,winter
Nadezhda Skardino,Belarus,1,0,0,1,2018,winter
Matthias Mayer,Austria,1,0,0,1,2018,winter
Anna Gasser,Austria,1,0,0,1,2018,winter
Alexey Chervotkin,Russian Olympic Committee,0,1,0,1,2018,winter
Evgenia Medvedeva,Russian Olympic Committee,0,1,0,1,2018,winter
Nikita Tregubov,Russian Olympic Committee,0,1,0,1,2018,winter
Chung Jae-Won,South Korea,0,1,0,1,2018,winter
Lee Sang-Ho,South Korea,0,1,0,1,2018,winter
Hwang Dae Heon,South Korea,0,1,0,1,2018,winter
Cha Min-Kyu,South Korea,0,1,0,1,2018,winter
Kim Bo-Reum,South Korea,0,1,0,1,2018,winter
Seo Young-Woo,South Korea,0,1,0,1,2018,winter
Jun Jung-Lin,South Korea,0,1,0,1,2018,winter
Won Yun-Jong,South Korea,0,1,0,1,2018,winter
Lee Sang-Hwa,South Korea,0,1,0,1,2018,winter
Kim Dong-Hyun,South Korea,0,1,0,1,2018,winter
Alex Ferreira,United States,0,1,0,1,2018,winter
Lauren Gibbs,United States,0,1,0,1,2018,winter
Kyle Mack,United States,0,1,0,1,2018,winter
John-Henry Krueger,Hungary,0,1,0,1,2018,winter
Nicholas Goepper,United States,0,1,0,1,2018,winter
Chris Mazdzer,United States,0,1,0,1,2018,winter
Elana Meyers Taylor,United States,0,1,0,1,2018,winter
Mathilde Gremaud,Switzerland,0,1,0,1,2018,winter
Marc Bischofberger,Switzerland,0,1,0,1,2018,winter
Anna Magnusson,Sweden,0,1,0,1,2018,winter
Linn Persson,Sweden,0,1,0,1,2018,winter
Ebba Andersson,Sweden,0,1,0,1,2018,winter
Mona Brorsson,Sweden,0,1,0,1,2018,winter
Anna Haag,Sweden,0,1,0,1,2018,winter
Jakov Fak,Slovenia,0,1,0,1,2018,winter
Lars Helge Birkeland,Norway,0,1,0,1,2018,winter
Espen Andersen,Norway,0,1,0,1,2018,winter
Jarl Magnus Riiber,Norway,0,1,0,1,2018,winter
Jørgen Graabak,Norway,0,1,0,1,2018,winter
Henrik Kristoffersen,Norway,0,1,0,1,2018,winter
Jan Schmid,Norway,0,1,0,1,2018,winter
Tarjei Bø,Norway,0,1,0,1,2018,winter
Lotte Van Beek,Netherlands,0,1,0,1,2018,winter
Jorrit Bergsma,Netherlands,0,1,0,1,2018,winter
Sjinkie Knegt,Netherlands,0,1,0,1,2018,winter
Shoma Uno,Japan,0,1,0,1,2018,winter
Ayumu Hirano,Japan,0,1,0,1,2018,winter
Akito Watabe,Japan,0,1,0,1,2018,winter
Federico Pellegrino,Italy,0,1,0,1,2018,winter
Martina Valcepina,Italy,0,1,0,1,2018,winter
Lucia Peretti,Italy,0,1,0,1,2018,winter
Cecilia Maffei,Italy,0,1,0,1,2018,winter
Eric Franke,Germany,0,1,0,1,2018,winter
Stephan Leyhe,Germany,0,1,0,1,2018,winter
Nico Walther,Germany,0,1,0,1,2018,winter
Jacqueline Lölling,Germany,0,1,0,1,2018,winter
Dajana Eitberger,Germany,0,1,0,1,2018,winter
Karl Geiger,Germany,0,1,0,1,2018,winter
Katharina Althaus,Germany,0,1,0,1,2018,winter
Richard Freitag,Germany,0,1,0,1,2018,winter
Selina Jörg,Germany,0,1,0,1,2018,winter
Alexander Rödiger,Germany,0,1,0,1,2018,winter
Kevin Kuske,Germany,0,1,0,1,2018,winter
Julia Pereira De Sousa,France,0,1,0,1,2018,winter
Guillaume Cizeron,France,0,1,0,1,2018,winter
Gabriella Papadakis,France,0,1,0,1,2018,winter
Marie Martinod,France,0,1,0,1,2018,winter
Michal Krcmár,Czechia,0,1,0,1,2018,winter
Martina Sáblíková,Czechia,0,1,0,1,2018,winter
Li Jinyu,China,0,1,0,1,2018,winter
Ren Ziwei,China,0,1,0,1,2018,winter
Xu Hongzhi,China,0,1,0,1,2018,winter
Han Tianyu,China,0,1,0,1,2018,winter
Sui Wenjing,China,0,1,0,1,2018,winter
Han Cong,China,0,1,0,1,2018,winter
Chen Dequan,China,0,1,0,1,2018,winter
Liu Jiayu,China,0,1,0,1,2018,winter
Jia Zongyang,China,0,1,0,1,2018,winter
Zhang Xin,China,0,1,0,1,2018,winter
Laurie Blouin,Canada,0,1,0,1,2018,winter
Brittany Phelan,Canada,0,1,0,1,2018,winter
Justine Dufour-Lapointe,Canada,0,1,0,1,2018,winter
Max Parrot,Canada,0,1,0,1,2018,winter
Justin Snith,Canada,0,1,0,1,2018,winter
Tristan Walker,Canada,0,1,0,1,2018,winter
Sam Edney,Canada,0,1,0,1,2018,winter
Bart Swings,Belgium,0,1,0,1,2018,winter
Katharina Liensberger,Austria,0,1,0,1,2018,winter
Stephanie Brunner,Austria,0,1,0,1,2018,winter
Manuel Feller,Austria,0,1,0,1,2018,winter
Marco Schwarz,Austria,0,1,0,1,2018,winter
Anna Veith,Austria,0,1,0,1,2018,winter
Jarryd Hughes,Australia,0,1,0,1,2018,winter
Matt Graham,Australia,0,1,0,1,2018,winter
Sergey Ridzik,Russian Olympic Committee,0,0,1,1,2018,winter
Anna Nechaevskaya,Russian Olympic Committee,0,0,1,1,2018,winter
Natalia Nepryaeva,Russian Olympic Committee,0,0,1,1,2018,winter
Anastasia Sedova,Russian Olympic Committee,0,0,1,1,2018,winter
Natalya Voronina,Russian Olympic Committee,0,0,1,1,2018,winter
Ilya Burov,Russian Olympic Committee,0,0,1,1,2018,winter
Semion Elistratov,Russian Olympic Committee,0,0,1,1,2018,winter
Seo Yi Ra,South Korea,0,0,1,1,2018,winter
Kim Tae-Yun,South Korea,0,0,1,1,2018,winter
Mia Manganello Kilburg,United States,0,0,1,1,2018,winter
Carlijn Schoutens,United States,0,0,1,1,2018,winter
Bradie Tennell,United States,0,0,1,1,2018,winter
Adam Rippon,United States,0,0,1,1,2018,winter
Nathan Chen,United States,0,0,1,1,2018,winter
Alexa Knierim,United States,0,0,1,1,2018,winter
Chris Knierim,United States,0,0,1,1,2018,winter
Brita Sigourney,United States,0,0,1,1,2018,winter
Arielle Gold,United States,0,0,1,1,2018,winter
Lindsey Vonn,United States,0,0,1,1,2018,winter
Heather Bergsma,United States,0,0,1,1,2018,winter
